"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日","テスト1","テスト2","テスト3"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-00811-1","Semiconductor physics of organic–inorganic 2D halide perovskites","","","2025/12/24","10","66.3","0.3"
"10 マルチモーダル・複合的解析・統合手法","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-00811-1","Semiconductor physics of organic–inorganic 2D halide perovskites","","","2025/12/24","10","66.3","0.3"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-021-00866-8","Nanotechnology approaches for global infectious diseases","","","2025/08/05","10","54.9","55.4"
"14 その他（複合材料・特殊構造体等）","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-021-00866-8","Nanotechnology approaches for global infectious diseases","","","2025/08/05","10","54.9","55.4"
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-021-00866-8","Nanotechnology approaches for global infectious diseases","","","2025/08/05","10","54.9","55.4"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-019-0618-4","Real-time mass spectrometric characterization of the solid–electrolyte interphase of a lithium-ion battery","","","2023/06/07","10","11.8","45.4"
"9 バッテリー材料・電極・電解質","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-019-0618-4","Real-time mass spectrometric characterization of the solid–electrolyte interphase of a lithium-ion battery","","","2023/06/07","10","11.8","45.4"
"4 分光・物性評価・組成/化学分析","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-019-0618-4","Real-time mass spectrometric characterization of the solid–electrolyte interphase of a lithium-ion battery","","","2023/06/07","10","11.8","45.4"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-021-00986-1","Torsion strained iridium oxide for efficient acidic water oxidation in proton exchange membrane electrolyzers","","","2020/10/14","10","53.3","92.7"
"11 セラミックス・酸化物・誘電体・光学材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-021-00986-1","Torsion strained iridium oxide for efficient acidic water oxidation in proton exchange membrane electrolyzers","","","2020/10/14","10","53.3","92.7"
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-021-00986-1","Torsion strained iridium oxide for efficient acidic water oxidation in proton exchange membrane electrolyzers","","","2020/10/14","10","53.3","92.7"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01003-1","All-in-one two-dimensional retinomorphic hardware device for motion detection and recognition","","","2024/05/31","10","85.2","18.5"
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-021-01003-1","All-in-one two-dimensional retinomorphic hardware device for motion detection and recognition","","","2024/05/31","10","85.2","18.5"
"8 デバイス動作・システムレベル評価・応用","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-021-01003-1","All-in-one two-dimensional retinomorphic hardware device for motion detection and recognition","","","2024/05/31","10","85.2","18.5"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-021-00895-3","Nanophotonics for light detection and ranging technology","","","2022/10/22","10","47.6","59.3"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00895-3","Nanophotonics for light detection and ranging technology","","","2022/10/22","10","47.6","59.3"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-021-00895-3","Nanophotonics for light detection and ranging technology","","","2022/10/22","10","47.6","59.3"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","","","2024/11/01","10","42.5","7.7"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","","","2024/11/01","10","42.5","7.7"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","","","2024/11/01","10","42.5","7.7"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","","","2024/07/04","10","75.1","9.1"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","","","2024/07/04","10","75.1","9.1"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","","","2024/07/04","10","75.1","9.1"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","","","2022/02/17","10","69.6","26"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","","","2022/02/17","10","69.6","26"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","","","2022/02/17","10","69.6","26"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","","","2024/07/27","10","83.5","40.3"
"5 ポリマー・高分子・有機材料・有機半導体","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","","","2024/07/27","10","83.5","40.3"
"1 材料合成・薄膜形成","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","","","2024/07/27","10","83.5","40.3"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","","","2023/04/18","10","36.7","52.7"
"14 その他（複合材料・特殊構造体等）","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","","","2023/04/18","10","36.7","52.7"
"13 レビュー・総説・動向分析・社会データ","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","","","2023/04/18","10","36.7","52.7"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","","","2021/10/04","10","56.2","14.7"
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","","","2021/10/04","10","56.2","14.7"
"1 材料合成・薄膜形成","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","","","2021/10/04","10","56.2","14.7"
"2 デバイス・機能材料の設計・開発・動作・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","","","2023/08/22","10","84.5","95.4"
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","","","2023/08/22","10","84.5","95.4"
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","","","2023/08/22","10","84.5","95.4"
